-1,0.4609375,0.6953125,0.78271484,0.32958984,-0.33642578,-0.5439453,-0.40771484,1.4213867,0.49414062,-3.071289,-3.6079102,-2.1791992,-0.8833008,-0.20214844,0.099609375,0.063964844,-0.23242188,-0.2475586,-0.048339844,-0.053222656,-0.23876953,-0.26953125,-0.40185547,-0.33789062,-0.39160156,-0.3310547,-0.16308594,-0.34326172,-0.3984375,-0.27392578,-0.0034179688,0.2919922,0.15527344,0.18945312,0.2705078,0.15917969,-0.05810547,0,0,0,0,0,0,0
-1,0.42626953,0.71435547,0.63623047,0.24365234,-0.30371094,-0.6796875,0.025390625,2.0683594,-0.95214844,-4.1000977,-3.5717773,-2.057129,-1.0595703,0.3618164,0.38134766,0.014160156,-0.375,-0.26220703,-0.033203125,-0.13476562,-0.20263672,-0.10986328,-0.024414062,0.03955078,-0.056152344,-0.2685547,-0.25878906,-0.28222656,-0.16308594,-0.068359375,0.17285156,0.46533203,0.2475586,0.10644531,0.053710938,-0.09423828,-0.10498047,0,0,0,0,0,0,0
-1,0.68847656,0.9042969,0.8388672,0.35107422,-0.25097656,-0.61279297,0.059570312,1.1269531,-1.5859375,-4.1523438,-2.9760742,-1.5053711,-0.6870117,0.4736328,0.20410156,0.092285156,-0.3515625,0.037597656,0.045410156,0.0073242188,-0.15185547,-0.1508789,-0.29736328,-0.35595703,-0.41601562,-0.35009766,-0.2607422,-0.33740234,-0.2705078,0.005859375,0.23925781,0.3852539,0.21289062,0.20019531,0.05029297,-0.20166016,-0.18066406,0,0,0,0,0,0,0
-1,0.30908203,0.4638672,0.6816406,0.3564453,-0.115234375,-0.171875,0.17236328,0.9501953,-1.2861328,-3.8637695,-3.3027344,-2.0458984,-0.8417969,0.33691406,0.35791016,0.14550781,-0.18261719,-0.076660156,0.06591797,0.064941406,-0.0063476562,0.030761719,-0.07373047,-0.16210938,-0.29833984,-0.48388672,-0.53125,-0.36914062,-0.060546875,0.044921875,0.08300781,0.33007812,0.28125,0.3256836,0.29003906,-0.018554688,-0.021972656,0,0,0,0,0,0,0
-1,0.4267578,0.8276367,0.71875,0.18261719,-0.3671875,-0.9321289,-1.0288086,0.9506836,1.5830078,-2.4404297,-4.243164,-2.503418,-1.4560547,-0.61083984,0.39892578,0.25048828,0.1796875,-0.07080078,0.24560547,0.25390625,-0.03466797,-0.0703125,-0.12646484,-0.1274414,-0.16748047,-0.2319336,-0.23291016,-0.35839844,-0.38671875,-0.28076172,-0.06640625,0.4091797,0.32421875,0.17578125,0.07714844,-0.14794922,-0.1586914,-0.22314453,0,0,0,0,0,0
-1,0.48779297,0.8979492,0.62890625,0.24853516,-0.17041016,-0.64453125,-0.38964844,1.3105469,0.44677734,-3.0205078,-3.5263672,-1.7265625,-0.7944336,-0.37451172,-0.110839844,-0.12988281,-0.25585938,-0.27783203,0.21777344,0.1772461,0.15039062,0.095214844,0.0024414062,-0.071777344,-0.32421875,-0.2006836,-0.27685547,-0.4560547,-0.39746094,-0.27490234,0.037109375,0.32421875,0.29882812,0.26757812,0.11621094,-0.114746094,-0.23339844,0,0,0,0,0,0,0
-1,0.36621094,0.7470703,0.6948242,0.33154297,-0.2890625,-0.4790039,-0.09667969,1.0517578,-0.7558594,-3.4228516,-3.3398438,-2.0185547,-0.95996094,0.20214844,0.39501953,0.2475586,-0.21533203,-0.1328125,-0.07763672,-0.08886719,-0.24169922,-0.32666016,-0.3046875,-0.2397461,-0.32421875,-0.2685547,-0.16748047,-0.07861328,-0.04736328,-0.03955078,0.17919922,0.42871094,0.20214844,0.18554688,0.034179688,-0.16992188,-0.20507812,0,0,0,0,0,0,0
-1,0.40039062,0.5917969,0.7944336,0.5126953,-0.063964844,-0.38183594,-0.24804688,1.4707031,0.35253906,-3.1479492,-3.8144531,-2.7436523,-1.2705078,-0.34326172,0.4272461,0.2133789,0.045898438,-0.23925781,0.12548828,-0.0014648438,-0.18408203,-0.20410156,-0.12548828,-0.05908203,-0.07910156,-0.29248047,-0.3095703,-0.3149414,-0.20996094,-0.09716797,0.15673828,0.57177734,0.39453125,0.24853516,0.13671875,0.083984375,-0.07714844,0,0,0,0,0,0,0
-1,0.5620117,0.61035156,0.8076172,0.44189453,-0.079589844,-0.5410156,-0.58203125,1.3139648,0.24267578,-3.2988281,-3.6865234,-2.1274414,-0.9536133,-0.080566406,0.29736328,0.12109375,-0.119628906,-0.1850586,-0.017578125,-0.06347656,-0.051757812,-0.2006836,-0.28076172,-0.29052734,-0.27294922,-0.35009766,-0.25683594,-0.1381836,-0.078125,-0.123535156,0.09863281,0.45361328,0.40722656,0.20458984,-0.07910156,-0.12890625,-0.23291016,0,0,0,0,0,0,0
-1,0.6269531,0.6484375,0.9345703,0.68408203,0.17529297,-0.46142578,-0.50683594,0.8828125,1.0004883,-2.4018555,-3.697754,-2.5507812,-1.4423828,-0.118652344,0.77685547,0.4140625,0.012207031,-0.41552734,-0.10449219,-0.3798828,-0.41992188,-0.43945312,-0.37402344,-0.27685547,-0.23876953,-0.088378906,-0.19726562,-0.23291016,-0.072265625,-0.14794922,-0.14794922,0.17382812,0.35009766,0.24902344,0.087890625,-0.03125,-0.029296875,-0.083984375,0,0,0,0,0,0
